RCV_ID	RCV_NAME	GO_ID	GO_NAME
RCV_000259	organ development	GO_0090256	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis
RCV_000259	organ development	GO_1901722	regulation of cell proliferation involved in kidney development
RCV_000259	organ development	GO_0061006	regulation of cell proliferation involved in kidney morphogenesis
RCV_000259	organ development	GO_2000606	regulation of cell proliferation involved in mesonephros development
RCV_000259	organ development	GO_1901963	regulation of cell proliferation involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0002914	regulation of central B cell anergy
RCV_000259	organ development	GO_0002898	regulation of central B cell deletion
RCV_000259	organ development	GO_0021936	regulation of cerebellar granule cell precursor proliferation
RCV_000259	organ development	GO_0061181	regulation of chondrocyte development
RCV_000259	organ development	GO_0032330	regulation of chondrocyte differentiation
RCV_000259	organ development	GO_1902738	regulation of chondrocyte differentiation involved in endochondral bone morphogenesis
RCV_000259	organ development	GO_1903041	regulation of chondrocyte hypertrophy
RCV_000259	organ development	GO_0070796	regulation of cleistothecium development
RCV_000259	organ development	GO_0042682	regulation of compound eye cone cell fate specification
RCV_000259	organ development	GO_0045314	regulation of compound eye photoreceptor development
RCV_000259	organ development	GO_0046669	regulation of compound eye retinal cell programmed cell death
RCV_000259	organ development	GO_0070793	regulation of conidiophore development
RCV_000259	organ development	GO_0070799	regulation of conidiophore stalk development
RCV_000259	organ development	GO_0045592	regulation of cumulus cell differentiation
RCV_000259	organ development	GO_0003427	regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division
RCV_000259	organ development	GO_0045583	regulation of cytotoxic T cell differentiation
RCV_000259	organ development	GO_0010724	regulation of definitive erythrocyte differentiation
RCV_000259	organ development	GO_2001198	regulation of dendritic cell differentiation
RCV_000259	organ development	GO_1902863	regulation of embryonic camera-type eye development
RCV_000259	organ development	GO_0070173	regulation of enamel mineralization
RCV_000259	organ development	GO_2000800	regulation of endocardial cushion to mesenchymal transition involved in heart valve formation
RCV_000259	organ development	GO_2000014	regulation of endosperm development
RCV_000259	organ development	GO_0045643	regulation of eosinophil differentiation
RCV_000259	organ development	GO_0045604	regulation of epidermal cell differentiation
RCV_000259	organ development	GO_0045682	regulation of epidermis development
RCV_000259	organ development	GO_2000696	regulation of epithelial cell differentiation involved in kidney development
RCV_000259	organ development	GO_2000794	regulation of epithelial cell proliferation involved in lung morphogenesis
RCV_000259	organ development	GO_0060651	regulation of epithelial cell proliferation involved in mammary gland bud elongation
RCV_000259	organ development	GO_0060768	regulation of epithelial cell proliferation involved in prostate gland development
RCV_000259	organ development	GO_0010717	regulation of epithelial to mesenchymal transition
RCV_000259	organ development	GO_0045646	regulation of erythrocyte differentiation
RCV_000259	organ development	GO_0090175	regulation of establishment of planar polarity
RCV_000259	organ development	GO_0090178	regulation of establishment of planar polarity involved in neural tube closure
RCV_000259	organ development	GO_0051887	regulation of exogen
RCV_000259	organ development	GO_0014725	regulation of extraocular skeletal muscle development
RCV_000259	organ development	GO_0033082	regulation of extrathymic T cell differentiation
RCV_000259	organ development	GO_0042478	regulation of eye photoreceptor cell development
RCV_000259	organ development	GO_2000194	regulation of female gonad development
RCV_000259	organ development	GO_2000702	regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation
RCV_000259	organ development	GO_0010080	regulation of floral meristem growth
RCV_000259	organ development	GO_0060860	regulation of floral organ abscission
RCV_000259	organ development	GO_0060863	regulation of floral organ abscission by signal transduction
RCV_000259	organ development	GO_2000977	regulation of forebrain neuron differentiation
RCV_000259	organ development	GO_0031155	regulation of fruiting body development
RCV_000259	organ development	GO_0045586	regulation of gamma-delta T cell differentiation
RCV_000259	organ development	GO_2000733	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation
RCV_000259	organ development	GO_0072124	regulation of glomerular mesangial cell proliferation
RCV_000259	organ development	GO_0090192	regulation of glomerulus development
RCV_000259	organ development	GO_0030852	regulation of granulocyte differentiation
RCV_000259	organ development	GO_1902733	regulation of growth plate cartilage chondrocyte differentiation
RCV_000259	organ development	GO_0003420	regulation of growth plate cartilage chondrocyte proliferation
RCV_000259	organ development	GO_0051797	regulation of hair follicle development
RCV_000259	organ development	GO_0048819	regulation of hair follicle maturation
RCV_000259	organ development	GO_0061168	regulation of hair follicle placode formation
RCV_000259	organ development	GO_0060420	regulation of heart growth
RCV_000259	organ development	GO_0090081	regulation of heart induction by regulation of canonical Wnt signaling pathway
RCV_000259	organ development	GO_1901207	regulation of heart looping
RCV_000259	organ development	GO_2000826	regulation of heart morphogenesis
RCV_000259	organ development	GO_1901532	regulation of hematopoietic progenitor cell differentiation
RCV_000259	organ development	GO_1902036	regulation of hematopoietic stem cell differentiation
RCV_000259	organ development	GO_1902033	regulation of hematopoietic stem cell proliferation
RCV_000259	organ development	GO_0070366	regulation of hepatocyte differentiation
RCV_000259	organ development	GO_2000345	regulation of hepatocyte proliferation
RCV_000259	organ development	GO_1902872	regulation of horizontal cell localization
RCV_000259	organ development	GO_0045570	regulation of imaginal disc growth
RCV_000259	organ development	GO_0044719	regulation of imaginal disc-derived wing size
RCV_000259	organ development	GO_0033084	regulation of immature T cell proliferation in thymus
RCV_000259	organ development	GO_0010081	regulation of inflorescence meristem growth
RCV_000259	organ development	GO_2000980	regulation of inner ear receptor cell differentiation
RCV_000259	organ development	GO_0048395	regulation of intermediate mesodermal cell fate determination
RCV_000259	organ development	GO_0048399	regulation of intermediate mesodermal cell fate specification
RCV_000259	organ development	GO_0045616	regulation of keratinocyte differentiation
RCV_000259	organ development	GO_0090183	regulation of kidney development
RCV_000259	organ development	GO_0035564	regulation of kidney size
RCV_000259	organ development	GO_2000356	regulation of kidney smooth muscle cell differentiation
RCV_000259	organ development	GO_1903487	regulation of lactation
RCV_000259	organ development	GO_0035203	regulation of lamellocyte differentiation
RCV_000259	organ development	GO_0045708	regulation of larval salivary gland boundary specification
RCV_000259	organ development	GO_0048374	regulation of lateral mesodermal cell fate determination
RCV_000259	organ development	GO_0048378	regulation of lateral mesodermal cell fate specification
RCV_000259	organ development	GO_2000023	regulation of lateral root development
RCV_000259	organ development	GO_2000025	regulation of leaf formation
RCV_000259	organ development	GO_1901371	regulation of leaf morphogenesis
RCV_000259	organ development	GO_1900055	regulation of leaf senescence
RCV_000259	organ development	GO_0090016	regulation of leaflet formation
RCV_000259	organ development	GO_2001109	regulation of lens epithelial cell proliferation
RCV_000259	organ development	GO_1902746	regulation of lens fiber cell differentiation
RCV_000259	organ development	GO_1902105	regulation of leukocyte differentiation
RCV_000259	organ development	GO_1901246	regulation of lung ciliated cell differentiation
RCV_000259	organ development	GO_1901249	regulation of lung goblet cell differentiation
RCV_000259	organ development	GO_0045619	regulation of lymphocyte differentiation
RCV_000259	organ development	GO_0045649	regulation of macrophage differentiation
RCV_000259	organ development	GO_2000018	regulation of male gonad development
RCV_000259	organ development	GO_0060657	regulation of mammary gland cord elongation by mammary fat precursor cell-epithelial cell signaling
RCV_000259	organ development	GO_0033599	regulation of mammary gland epithelial cell proliferation
RCV_000259	organ development	GO_1903519	regulation of mammary gland involution
RCV_000259	organ development	GO_2000101	regulation of mammary stem cell proliferation
RCV_000259	organ development	GO_0060375	regulation of mast cell differentiation
RCV_000259	organ development	GO_0045652	regulation of megakaryocyte differentiation
RCV_000259	organ development	GO_0043380	regulation of memory T cell differentiation
RCV_000259	organ development	GO_0048509	regulation of meristem development
RCV_000259	organ development	GO_0010075	regulation of meristem growth
RCV_000259	organ development	GO_0009934	regulation of meristem structural organization
RCV_000259	organ development	GO_0061295	regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
RCV_000259	organ development	GO_0072304	regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis
RCV_000259	organ development	GO_1900211	regulation of mesenchymal cell apoptotic process involved in metanephros development
RCV_000259	organ development	GO_0072039	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
RCV_000259	organ development	GO_2000790	regulation of mesenchymal cell proliferation involved in lung development
RCV_000259	organ development	GO_0060782	regulation of mesenchymal cell proliferation involved in prostate gland development
RCV_000259	organ development	GO_0072199	regulation of mesenchymal cell proliferation involved in ureter development
RCV_000259	organ development	GO_2000084	regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis
RCV_000259	organ development	GO_0003339	regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
RCV_000259	organ development	GO_0048334	regulation of mesodermal cell fate determination
RCV_000259	organ development	GO_0042661	regulation of mesodermal cell fate specification
RCV_000259	organ development	GO_2000090	regulation of mesonephric glomerular mesangial cell proliferation
RCV_000259	organ development	GO_2000087	regulation of mesonephric glomerulus development
RCV_000259	organ development	GO_2000093	regulation of mesonephric nephron tubule epithelial cell differentiation
RCV_000259	organ development	GO_0061217	regulation of mesonephros development
RCV_000259	organ development	GO_2000592	regulation of metanephric DCT cell differentiation
RCV_000259	organ development	GO_2000004	regulation of metanephric S-shaped body morphogenesis
RCV_000259	organ development	GO_0090095	regulation of metanephric cap mesenchymal cell proliferation
RCV_000259	organ development	GO_2000006	regulation of metanephric comma-shaped body morphogenesis
RCV_000259	organ development	GO_0072301	regulation of metanephric glomerular mesangial cell proliferation
RCV_000259	organ development	GO_2000477	regulation of metanephric glomerular visceral epithelial cell development
RCV_000259	organ development	GO_0072298	regulation of metanephric glomerulus development
RCV_000259	organ development	GO_2000589	regulation of metanephric mesenchymal cell migration
RCV_000259	organ development	GO_1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway
RCV_000259	organ development	GO_0072307	regulation of metanephric nephron tubule epithelial cell differentiation
RCV_000259	organ development	GO_2001074	regulation of metanephric ureteric bud development
RCV_000259	organ development	GO_0072215	regulation of metanephros development
RCV_000259	organ development	GO_0035566	regulation of metanephros size
RCV_000259	organ development	GO_0070802	regulation of metula development
RCV_000259	organ development	GO_0014006	regulation of microglia differentiation
RCV_000259	organ development	GO_0045655	regulation of monocyte differentiation
RCV_000259	organ development	GO_0048634	regulation of muscle organ development
RCV_000259	organ development	GO_0045637	regulation of myeloid cell differentiation
RCV_000259	organ development	GO_0002761	regulation of myeloid leukocyte differentiation
RCV_000259	organ development	GO_0045661	regulation of myoblast differentiation
RCV_000259	organ development	GO_0032823	regulation of natural killer cell differentiation
RCV_000259	organ development	GO_0032826	regulation of natural killer cell differentiation involved in immune response
RCV_000259	organ development	GO_0072182	regulation of nephron tubule epithelial cell differentiation
RCV_000259	organ development	GO_0090299	regulation of neural crest formation
RCV_000259	organ development	GO_0061074	regulation of neural retina development
RCV_000259	organ development	GO_0045658	regulation of neutrophil differentiation
RCV_000259	organ development	GO_1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
RCV_000259	organ development	GO_0042481	regulation of odontogenesis
RCV_000259	organ development	GO_0042487	regulation of odontogenesis of dentin-containing tooth
RCV_000259	organ development	GO_0075264	regulation of oogonium development
RCV_000259	organ development	GO_0075322	regulation of oomycete sporangium development
RCV_000259	organ development	GO_0003156	regulation of organ formation
RCV_000259	organ development	GO_2000027	regulation of organ morphogenesis
RCV_000259	organ development	GO_2001204	regulation of osteoclast development
RCV_000259	organ development	GO_0045670	regulation of osteoclast differentiation
RCV_000259	organ development	GO_2000354	regulation of ovarian follicle development
RCV_000259	organ development	GO_2000226	regulation of pancreatic A cell differentiation
RCV_000259	organ development	GO_0048345	regulation of paraxial mesodermal cell fate determination
RCV_000259	organ development	GO_0048349	regulation of paraxial mesodermal cell fate specification
RCV_000259	organ development	GO_0070805	regulation of phialide development
RCV_000259	organ development	GO_2000150	regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis
RCV_000259	organ development	GO_2000161	regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis
RCV_000259	organ development	GO_2000159	regulation of planar cell polarity pathway involved in heart morphogenesis
RCV_000259	organ development	GO_2000163	regulation of planar cell polarity pathway involved in outflow tract morphogenesis
RCV_000259	organ development	GO_2000165	regulation of planar cell polarity pathway involved in pericardium morphogenesis
RCV_000259	organ development	GO_2000148	regulation of planar cell polarity pathway involved in ventricular septum morphogenesis
RCV_000259	organ development	GO_1900098	regulation of plasma cell differentiation
RCV_000259	organ development	GO_0030860	regulation of polarized epithelial cell differentiation
RCV_000259	organ development	GO_1902232	regulation of positive thymic T cell selection
RCV_000259	organ development	GO_2000069	regulation of post-embryonic root development
RCV_000259	organ development	GO_0072043	regulation of pre-tubular aggregate formation by cell-cell signaling
RCV_000259	organ development	GO_0003265	regulation of primary heart field cardioblast proliferation
RCV_000259	organ development	GO_0010725	regulation of primitive erythrocyte differentiation
RCV_000259	organ development	GO_2000973	regulation of pro-B cell differentiation
RCV_000259	organ development	GO_2000174	regulation of pro-T cell differentiation
RCV_000259	organ development	GO_2000870	regulation of progesterone secretion
RCV_000259	organ development	GO_1900206	regulation of pronephric nephron tubule development
RCV_000259	organ development	GO_0035565	regulation of pronephros size
RCV_000259	organ development	GO_0060685	regulation of prostatic bud formation
RCV_000259	organ development	GO_0045589	regulation of regulatory T cell differentiation
RCV_000259	organ development	GO_1902866	regulation of retina development in camera-type eye
RCV_000259	organ development	GO_0046668	regulation of retinal cell programmed cell death
RCV_000259	organ development	GO_0060222	regulation of retinal cone cell fate commitment
RCV_000259	organ development	GO_0042673	regulation of retinal cone cell fate specification
RCV_000259	organ development	GO_0060224	regulation of retinal rod cell fate commitment
RCV_000259	organ development	GO_2000280	regulation of root development
RCV_000259	organ development	GO_1902890	regulation of root hair elongation
RCV_000259	organ development	GO_0010082	regulation of root meristem growth
RCV_000259	organ development	GO_2000067	regulation of root morphogenesis
RCV_000259	organ development	GO_0045704	regulation of salivary gland boundary specification
RCV_000259	organ development	GO_0061190	regulation of sclerotome development
RCV_000259	organ development	GO_0003266	regulation of secondary heart field cardioblast proliferation
RCV_000259	organ development	GO_0045501	regulation of sevenless signaling pathway
RCV_000259	organ development	GO_1902183	regulation of shoot apical meristem development
RCV_000259	organ development	GO_2001014	regulation of skeletal muscle cell differentiation
RCV_000259	organ development	GO_0048742	regulation of skeletal muscle fiber development
RCV_000259	organ development	GO_1902809	regulation of skeletal muscle fiber differentiation
RCV_000259	organ development	GO_0048641	regulation of skeletal muscle tissue development
RCV_000259	organ development	GO_0048631	regulation of skeletal muscle tissue growth
RCV_000259	organ development	GO_0014708	regulation of somitomeric trunk muscle development
RCV_000259	organ development	GO_0031156	regulation of sorocarp development
RCV_000259	organ development	GO_1901261	regulation of sorocarp spore cell differentiation
RCV_000259	organ development	GO_0031285	regulation of sorocarp stalk cell differentiation
RCV_000259	organ development	GO_1902829	regulation of spinal cord association neuron differentiation
RCV_000259	organ development	GO_0060721	regulation of spongiotrophoblast cell proliferation
RCV_000259	organ development	GO_0075310	regulation of sporangium development
RCV_000259	organ development	GO_0075260	regulation of spore-bearing organ development
RCV_000259	organ development	GO_1902058	regulation of sporocarp development involved in sexual reproduction
RCV_000259	organ development	GO_0061105	regulation of stomach neuroendocrine cell differentiation
RCV_000259	organ development	GO_2000038	regulation of stomatal complex development
RCV_000259	organ development	GO_0016202	regulation of striated muscle tissue development
RCV_000259	organ development	GO_0075276	regulation of telium development
RCV_000259	organ development	GO_0048506	regulation of timing of meristematic phase transition
RCV_000259	organ development	GO_0048504	regulation of timing of organ formation
RCV_000259	organ development	GO_0060165	regulation of timing of subpallium neuron differentiation
RCV_000259	organ development	GO_0048510	regulation of timing of transition from vegetative to reproductive phase
RCV_000259	organ development	GO_2001035	regulation of tongue muscle cell differentiation
RCV_000259	organ development	GO_0070170	regulation of tooth mineralization
RCV_000259	organ development	GO_0003258	regulation of transcription from RNA polymerase II promoter involved in endocardial precursor cell differentiation
RCV_000259	organ development	GO_0021882	regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment
RCV_000259	organ development	GO_1901213	regulation of transcription from RNA polymerase II promoter involved in heart development
RCV_000259	organ development	GO_0060994	regulation of transcription from RNA polymerase II promoter involved in kidney development
RCV_000259	organ development	GO_0060500	regulation of transcription from RNA polymerase II promoter involved in lung bud formation
RCV_000259	organ development	GO_0060597	regulation of transcription from RNA polymerase II promoter involved in mammary gland formation
RCV_000259	organ development	GO_0061216	regulation of transcription from RNA polymerase II promoter involved in mesonephros development
RCV_000259	organ development	GO_0072212	regulation of transcription from RNA polymerase II promoter involved in metanephros development
RCV_000259	organ development	GO_0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
RCV_000259	organ development	GO_0021918	regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment
RCV_000259	organ development	GO_0021909	regulation of transcription from RNA polymerase II promoter involved in spinal cord anterior-posterior patterning
RCV_000259	organ development	GO_0021920	regulation of transcription from RNA polymerase II promoter involved in spinal cord association neuron specification
RCV_000259	organ development	GO_0021912	regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification
RCV_000259	organ development	GO_0021913	regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification
RCV_000259	organ development	GO_0060899	regulation of transcription involved in eye field cell fate commitment of camera-type eye
RCV_000259	organ development	GO_0010061	regulation of trichoblast fate specification
RCV_000259	organ development	GO_2000039	regulation of trichome morphogenesis
RCV_000259	organ development	GO_1900032	regulation of trichome patterning
RCV_000259	organ development	GO_2000074	regulation of type B pancreatic cell development
RCV_000259	organ development	GO_0075280	regulation of uredinium development
RCV_000259	organ development	GO_2000061	regulation of ureter smooth muscle cell differentiation
RCV_000259	organ development	GO_0072106	regulation of ureteric bud formation
RCV_000259	organ development	GO_0010083	regulation of vegetative meristem growth
RCV_000259	organ development	GO_0060859	regulation of vesicle-mediated transport involved in floral organ abscission
RCV_000259	organ development	GO_0060868	regulation of vesicle-mediated transport involved in floral organ abscission by small GTPase mediated signal transduction
RCV_000259	organ development	GO_0040028	regulation of vulval development
RCV_000259	organ development	GO_0075272	regulation of zygosporangium development
RCV_000259	organ development	GO_0045066	regulatory T cell differentiation
RCV_000259	organ development	GO_0061441	renal artery morphogenesis
RCV_000259	organ development	GO_0072127	renal capsule development
RCV_000259	organ development	GO_0072129	renal capsule formation
RCV_000259	organ development	GO_0072128	renal capsule morphogenesis
RCV_000259	organ development	GO_0072130	renal capsule specification
RCV_000259	organ development	GO_0072055	renal cortex development
RCV_000259	organ development	GO_0072053	renal inner medulla development
RCV_000259	organ development	GO_0072141	renal interstitial fibroblast development
RCV_000259	organ development	GO_0072153	renal interstitial fibroblast fate commitment
RCV_000259	organ development	GO_0072054	renal outer medulla development
RCV_000259	organ development	GO_0072087	renal vesicle development
RCV_000259	organ development	GO_0072033	renal vesicle formation
RCV_000259	organ development	GO_0072034	renal vesicle induction
RCV_000259	organ development	GO_0072077	renal vesicle morphogenesis
RCV_000259	organ development	GO_0072184	renal vesicle progenitor cell differentiation
RCV_000259	organ development	GO_0030323	respiratory tube development
RCV_000259	organ development	GO_0060041	retina development in camera-type eye
RCV_000259	organ development	GO_0010842	retina layer formation
RCV_000259	organ development	GO_0060042	retina morphogenesis in camera-type eye
RCV_000259	organ development	GO_0061298	retina vasculature development in camera-type eye
RCV_000259	organ development	GO_0061299	retina vasculature morphogenesis in camera-type eye
RCV_000259	organ development	GO_0060040	retinal bipolar neuron differentiation
RCV_000259	organ development	GO_0061304	retinal blood vessel morphogenesis
RCV_000259	organ development	GO_0046666	retinal cell programmed cell death
RCV_000259	organ development	GO_0046549	retinal cone cell development
RCV_000259	organ development	GO_0042670	retinal cone cell differentiation
RCV_000259	organ development	GO_0046551	retinal cone cell fate commitment
RCV_000259	organ development	GO_0042671	retinal cone cell fate determination
RCV_000259	organ development	GO_0042672	retinal cone cell fate specification
RCV_000259	organ development	GO_0003406	retinal pigment epithelium development
RCV_000259	organ development	GO_0046548	retinal rod cell development
RCV_000259	organ development	GO_0060221	retinal rod cell differentiation
RCV_000259	organ development	GO_0060223	retinal rod cell fate commitment
RCV_000259	organ development	GO_0021911	retinoic acid metabolic process in spinal cord anterior-posterior patterning
RCV_000259	organ development	GO_0060498	retinoic acid receptor signaling pathway involved in lung bud formation
RCV_000259	organ development	GO_0035576	retinoic acid receptor signaling pathway involved in pronephric field specification
RCV_000259	organ development	GO_0034671	retinoic acid receptor signaling pathway involved in pronephros anterior/posterior pattern specification
RCV_000259	organ development	GO_0021908	retinoic acid receptor signaling pathway involved in spinal cord anterior/posterior pattern formation
RCV_000259	organ development	GO_0060895	retinoic acid receptor signaling pathway involved in spinal cord dorsal/ventral patterning
RCV_000259	organ development	GO_0021774	retinoic acid receptor signaling pathway involved in ventral spinal cord interneuron specification
RCV_000259	organ development	GO_0061451	retrotrapezoid nucleus development
RCV_000259	organ development	GO_0061452	retrotrapezoid nucleus neuron differentiation
RCV_000259	organ development	GO_0042052	rhabdomere development
RCV_000259	organ development	GO_0045313	rhabdomere membrane biogenesis
RCV_000259	organ development	GO_0061541	rhabdomere morphogenesis
RCV_000259	organ development	GO_0021567	rhombomere 1 development
RCV_000259	organ development	GO_0021652	rhombomere 1 formation
RCV_000259	organ development	GO_0021651	rhombomere 1 morphogenesis
RCV_000259	organ development	GO_0021653	rhombomere 1 structural organization
RCV_000259	organ development	GO_0021568	rhombomere 2 development
RCV_000259	organ development	GO_0021657	rhombomere 2 formation
RCV_000259	organ development	GO_0021655	rhombomere 2 morphogenesis
RCV_000259	organ development	GO_0021656	rhombomere 2 structural organization
RCV_000259	organ development	GO_0021569	rhombomere 3 development
RCV_000259	organ development	GO_0021660	rhombomere 3 formation
RCV_000259	organ development	GO_0021658	rhombomere 3 morphogenesis
RCV_000259	organ development	GO_0021659	rhombomere 3 structural organization
RCV_000259	organ development	GO_0021570	rhombomere 4 development
RCV_000259	organ development	GO_0021663	rhombomere 4 formation
RCV_000259	organ development	GO_0021661	rhombomere 4 morphogenesis
RCV_000259	organ development	GO_0021662	rhombomere 4 structural organization
RCV_000259	organ development	GO_0021571	rhombomere 5 development
RCV_000259	organ development	GO_0021666	rhombomere 5 formation
RCV_000259	organ development	GO_0021664	rhombomere 5 morphogenesis
RCV_000259	organ development	GO_0021665	rhombomere 5 structural organization
RCV_000259	organ development	GO_0021572	rhombomere 6 development
RCV_000259	organ development	GO_0021669	rhombomere 6 formation
RCV_000259	organ development	GO_0021667	rhombomere 6 morphogenesis
RCV_000259	organ development	GO_0021668	rhombomere 6 structural organization
RCV_000259	organ development	GO_0021573	rhombomere 7 development
RCV_000259	organ development	GO_0021673	rhombomere 7 formation
RCV_000259	organ development	GO_0021671	rhombomere 7 morphogenesis
RCV_000259	organ development	GO_0021672	rhombomere 7 structural organization
RCV_000259	organ development	GO_0021574	rhombomere 8 development
RCV_000259	organ development	GO_0021677	rhombomere 8 formation
RCV_000259	organ development	GO_0021674	rhombomere 8 morphogenesis
RCV_000259	organ development	GO_0021676	rhombomere 8 structural organization
RCV_000259	organ development	GO_0021654	rhombomere boundary formation
RCV_000259	organ development	GO_0022036	rhombomere cell differentiation
RCV_000259	organ development	GO_0022035	rhombomere cell migration
RCV_000259	organ development	GO_0022034	rhombomere cell proliferation
RCV_000259	organ development	GO_0021546	rhombomere development
RCV_000259	organ development	GO_0021594	rhombomere formation
RCV_000259	organ development	GO_0021593	rhombomere morphogenesis
RCV_000259	organ development	GO_0021595	rhombomere structural organization
RCV_000259	organ development	GO_0061080	right horn of sinus venosus development
RCV_000259	organ development	GO_0060458	right lung development
RCV_000259	organ development	GO_0060461	right lung morphogenesis
RCV_000259	organ development	GO_0003221	right ventricular cardiac muscle tissue morphogenesis
RCV_000259	organ development	GO_0003226	right ventricular compact myocardium morphogenesis
RCV_000259	organ development	GO_0003227	right ventricular trabecular myocardium morphogenesis
RCV_000259	organ development	GO_0035271	ring gland development
RCV_000259	organ development	GO_0048829	root cap development
RCV_000259	organ development	GO_0048364	root development
RCV_000259	organ development	GO_0010053	root epidermal cell differentiation
RCV_000259	organ development	GO_0080147	root hair cell development
RCV_000259	organ development	GO_0048765	root hair cell differentiation
RCV_000259	organ development	GO_0048768	root hair cell tip growth
RCV_000259	organ development	GO_0048767	root hair elongation
RCV_000259	organ development	GO_0048766	root hair initiation
RCV_000259	organ development	GO_0010449	root meristem growth
RCV_000259	organ development	GO_0010071	root meristem specification
RCV_000259	organ development	GO_0010015	root morphogenesis
RCV_000259	organ development	GO_0090057	root radial pattern formation
RCV_000259	organ development	GO_0021931	rostral hindbrain neuronal precursor cell proliferation
RCV_000259	organ development	GO_0060367	sagittal suture morphogenesis
RCV_000259	organ development	GO_0007432	salivary gland boundary specification
RCV_000259	organ development	GO_0060662	salivary gland cavitation
RCV_000259	organ development	GO_0035071	salivary gland cell autophagic cell death
RCV_000259	organ development	GO_0007431	salivary gland development
RCV_000259	organ development	GO_0035070	salivary gland histolysis
RCV_000259	organ development	GO_0007435	salivary gland morphogenesis
RCV_000259	organ development	GO_0021751	salivary nucleus development
RCV_000259	organ development	GO_0014817	satellite cell fate specification
RCV_000259	organ development	GO_0061056	sclerotome development
RCV_000259	organ development	GO_0001949	sebaceous gland cell differentiation
RCV_000259	organ development	GO_0048733	sebaceous gland development
RCV_000259	organ development	GO_0060791	sebaceous gland placode formation
RCV_000259	organ development	GO_0016330	second mitotic wave involved in compound eye morphogenesis
RCV_000259	organ development	GO_0003139	secondary heart field specification
RCV_000259	organ development	GO_0060779	secondary leaflet morphogenesis
RCV_000259	organ development	GO_0061033	secretion by lung epithelial cell involved in lung growth
RCV_000259	organ development	GO_0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development
RCV_000259	organ development	GO_0071527	semaphorin-plexin signaling pathway involved in outflow tract morphogenesis
RCV_000259	organ development	GO_0060872	semicircular canal development
RCV_000259	organ development	GO_0060876	semicircular canal formation
RCV_000259	organ development	GO_0060879	semicircular canal fusion
RCV_000259	organ development	GO_0048752	semicircular canal morphogenesis
RCV_000259	organ development	GO_0061107	seminal vesicle development
RCV_000259	organ development	GO_0061108	seminal vesicle epithelium development
RCV_000259	organ development	GO_0072520	seminiferous tubule development
RCV_000259	organ development	GO_0008052	sensory organ boundary specification
RCV_000259	organ development	GO_0007423	sensory organ development
RCV_000259	organ development	GO_0090596	sensory organ morphogenesis
RCV_000259	organ development	GO_0045035	sensory organ precursor cell division
RCV_000259	organ development	GO_0016360	sensory organ precursor cell fate determination
RCV_000259	organ development	GO_0048442	sepal development
RCV_000259	organ development	GO_0048453	sepal formation
RCV_000259	organ development	GO_0048447	sepal morphogenesis
RCV_000259	organ development	GO_0048454	sepal structural organization
RCV_000259	organ development	GO_0022022	septal cell proliferation
RCV_000259	organ development	GO_0003284	septum primum development
RCV_000259	organ development	GO_0003285	septum secundum development
RCV_000259	organ development	GO_0003343	septum transversum development
RCV_000259	organ development	GO_0045500	sevenless signaling pathway
RCV_000259	organ development	GO_0045498	sex comb development
RCV_000259	organ development	GO_0031215	shell calcification
RCV_000259	organ development	GO_1902182	shoot apical meristem development
RCV_000259	organ development	GO_0090470	shoot organ boundary specification
RCV_000259	organ development	GO_0072063	short descending thin limb development
RCV_000259	organ development	GO_0072030	short nephron development
RCV_000259	organ development	GO_0060776	simple leaf morphogenesis
RCV_000259	organ development	GO_0060931	sinoatrial node cell development
RCV_000259	organ development	GO_0060921	sinoatrial node cell differentiation
RCV_000259	organ development	GO_0060930	sinoatrial node cell fate commitment
RCV_000259	organ development	GO_0003163	sinoatrial node development
RCV_000259	organ development	GO_0003172	sinoatrial valve development
RCV_000259	organ development	GO_0003194	sinoatrial valve formation
RCV_000259	organ development	GO_0003185	sinoatrial valve morphogenesis
RCV_000259	organ development	GO_0003235	sinus venosus development
RCV_000259	organ development	GO_0003237	sinus venosus formation
RCV_000259	organ development	GO_0003236	sinus venosus morphogenesis
RCV_000259	organ development	GO_0035914	skeletal muscle cell differentiation
RCV_000259	organ development	GO_0048741	skeletal muscle fiber development
