Roche CV	GO term name	GO term ID	
blood pressure	regulation of systemic arterial blood pressure by aortic body chemoreceptor signaling	GO:0003028
blood pressure	regulation of systemic arterial blood pressure by atrial baroreceptor feedback	GO:0002015
blood pressure	regulation of systemic arterial blood pressure by atrial natriuretic peptide	GO:0003050
blood pressure	regulation of systemic arterial blood pressure by baroreceptor feedback	GO:0003025
blood pressure	regulation of systemic arterial blood pressure by capillary fluid shift	GO:0003049
blood pressure	regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling	GO:0003027
blood pressure	regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback	GO:0001978
blood pressure	regulation of systemic arterial blood pressure by chemoreceptor signaling	GO:0001979
blood pressure	regulation of systemic arterial blood pressure by circulatory epinephrine-norepinephrine	GO:0003101
blood pressure	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	GO:0001991
blood pressure	regulation of systemic arterial blood pressure by endothelin	GO:0003100
blood pressure	regulation of systemic arterial blood pressure by epinephrine	GO:0003047
blood pressure	regulation of systemic arterial blood pressure by hormone	GO:0001990
blood pressure	regulation of systemic arterial blood pressure by ischemic conditions	GO:0001980
blood pressure	regulation of systemic arterial blood pressure by local renal renin-angiotensin	GO:0003086
blood pressure	regulation of systemic arterial blood pressure by neurotransmitter	GO:0003070
blood pressure	regulation of systemic arterial blood pressure by norepinephrine	GO:0003048
blood pressure	regulation of systemic arterial blood pressure by norepinephrine-epinephrine	GO:0001993
blood pressure	regulation of systemic arterial blood pressure by physical factors	GO:0003045
blood pressure	regulation of systemic arterial blood pressure by renin-angiotensin	GO:0003081
blood pressure	regulation of systemic arterial blood pressure by stress relaxation	GO:0003046
blood pressure	regulation of systemic arterial blood pressure by vasopressin	GO:0001992
blood pressure	regulation of systemic arterial blood pressure involved in acute-phase response	GO:0002530
blood pressure	regulation of systemic arterial blood pressure mediated by a chemical signal	GO:0003044
blood pressure	secretion of vasopressin involved in fast regulation of systemic arterial blood pressure	GO:0002004
blood coagulation	activation of blood coagulation via clotting cascade	GO:0002543
blood coagulation	blood coagulation	GO:0007596
blood coagulation	blood coagulation, common pathway	GO:0072377
blood coagulation	blood coagulation, extrinsic pathway	GO:0007598
blood coagulation	blood coagulation, fibrin clot formation	GO:0072378
blood coagulation	blood coagulation, intrinsic pathway	GO:0007597
blood coagulation	envenomation resulting in modulation of blood coagulation in other organism	GO:0044468
blood coagulation	envenomation resulting in negative regulation of blood coagulation in other organism	GO:0044470
blood coagulation	envenomation resulting in positive regulation of blood coagulation in other organism	GO:0044469
blood coagulation	modulation of blood coagulation in other organism	GO:0035806
blood coagulation	negative regulation of blood coagulation	GO:0030195
blood coagulation	negative regulation of blood coagulation in other organism	GO:0035899
blood coagulation	negative regulation of blood coagulation, common pathway	GO:2000261
blood coagulation	negative regulation of blood coagulation, extrinsic pathway	GO:2000264
blood coagulation	negative regulation of blood coagulation, intrinsic pathway	GO:2000267
blood coagulation	positive regulation of blood coagulation	GO:0030194
blood coagulation	positive regulation of blood coagulation in other organism	GO:0035807
blood coagulation	positive regulation of blood coagulation, common pathway	GO:2000262
blood coagulation	positive regulation of blood coagulation, extrinsic pathway	GO:2000265
blood coagulation	positive regulation of blood coagulation, intrinsic pathway	GO:2000268
blood coagulation	regulation of blood coagulation	GO:0030193
blood coagulation	regulation of blood coagulation, common pathway	GO:2000260
blood coagulation	regulation of blood coagulation, extrinsic pathway	GO:2000263
blood coagulation	regulation of blood coagulation, intrinsic pathway	GO:2000266
blood coagulation	thrombin receptor signaling pathway	GO:0070493
blood coagulation	thrombocyte activation	GO:0071892
blood coagulation	thrombocyte differentiation	GO:0002574
blood coagulation	thrombopoietin-mediated signaling pathway	GO:0038163
blood coagulation	thromboxane transport	GO:0071717
bile acid	bile acid and bile salt transport	GO:0015721
bile acid	bile acid biosynthetic process	GO:0006699
bile acid	bile acid catabolic process	GO:0030573
bile acid	bile acid conjugation	GO:0002152
bile acid	bile acid metabolic process	GO:0008206
bile acid	bile acid secretion	GO:0032782
bile acid	canalicular bile acid transport	GO:0015722
beta-amyloid	beta-amyloid clearance	GO:0097242
beta-amyloid	beta-amyloid formation	GO:0034205
beta-amyloid	beta-amyloid metabolic process	GO:0050435
beta cells	type B pancreatic cell apoptotic process	GO:0097050
beta cells	type B pancreatic cell development	GO:0003323
beta cells	type B pancreatic cell differentiation	GO:0003309
beta cells	type B pancreatic cell fate commitment	GO:0003327
beta cells	type B pancreatic cell maturation	GO:0072560
beta cells	type B pancreatic cell proliferation	GO:0044342
behaviour	adult behavior	GO:0030534
behaviour	adult behavior (sensu Insecta)	GO:0008044
behaviour	adult walking behavior	GO:0007628
behaviour	associative learning	GO:0008306
behaviour	behavioral defense response	GO:0002209
behaviour	behavioral defense response to insect	GO:0002211
behaviour	behavioral defense response to nematode	GO:0002212
behaviour	behavioral fear response	GO:0001662
behaviour	behavioral response to acetic acid induced pain	GO:0061367
behaviour	behavioral response to chemical pain	GO:0061366
behaviour	behavioral response to cocaine	GO:0048148
behaviour	behavioral response to ethanol	GO:0048149
behaviour	behavioral response to ether	GO:0048150
behaviour	behavioral response to formalin induced pain	GO:0061368
behaviour	behavioral response to nicotine	GO:0035095
behaviour	behavioral response to nutrient	GO:0051780
behaviour	behavioral response to pain	GO:0048266
behaviour	behavioral response to starvation	GO:0042595
behaviour	behavioral response to water deprivation	GO:0042630
behaviour	behavioral response to wounding	GO:0002210
behaviour	multi-organism behavior	GO:0051705
BDNF pathway	brain-derived neurotrophic factor receptor signaling pathway	GO:0031547
BDNF pathway	negative regulation of brain-derived neurotrophic factor receptor signaling pathway	GO:0031549
BDNF pathway	negative regulation of brain-derived neurotrophic factor-activated receptor activity	GO:0031552
BDNF pathway	positive regulation of brain-derived neurotrophic factor receptor signaling pathway	GO:0031550
BDNF pathway	positive regulation of brain-derived neurotrophic factor-activated receptor activity	GO:0031553
BDNF pathway	regulation of brain-derived neurotrophic factor receptor signaling pathway	GO:0031548
BDNF pathway	regulation of brain-derived neurotrophic factor-activated receptor activity	GO:0031551
basophil	basophil activation	GO:0045575
basophil	basophil chemotaxis	GO:0002575
basophil	basophil degranulation	GO:0002561
basophil	basophil differentiation	GO:0030221
basophil	basophil mediated immunity	GO:0002560
basophil	histamine secretion by basophil	GO:0002557
basophil	negative regulation of basophil differentiation	GO:0045641
basophil	positive regulation of basophil differentiation	GO:0045642
basophil	regulation of basophil differentiation	GO:0045640
basophil	serotonin secretion by basophil	GO:0002556
base pairing	base pairing	GO:0000496
base pairing	base pairing with DNA	GO:0000497
base pairing	base pairing with RNA	GO:0000498
base pairing	base pairing with mRNA	GO:0000499
base pairing	base pairing with rRNA	GO:0000944
base pairing	base pairing with snRNA	GO:0000945
base pairing	base pairing with tRNA	GO:0000946
bacterial	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	GO:0002812
bacterial	biosynthetic process of antibacterial peptides active against Gram-positive bacteria	GO:0002815
bacterial	detection of bacterial lipopeptide	GO:0070340
bacterial	detection of bacterial lipoprotein	GO:0042494
bacterial	detection of diacyl bacterial lipopeptide	GO:0042496
bacterial	detection of molecule of bacterial origin	GO:0032490
bacterial	detection of triacyl bacterial lipopeptide	GO:0042495
bacterial	enterobacterial common antigen biosynthetic process	GO:0009246
bacterial	enterobacterial common antigen metabolic process	GO:0046378
bacterial	induction of bacterial agglutination	GO:0043152
bacterial	male-specific antibacterial humoral response	GO:0006962
bacterial	negative regulation of antibacterial peptide biosynthetic process	GO:0002809
bacterial	negative regulation of antibacterial peptide production	GO:0002787
bacterial	negative regulation of antibacterial peptide secretion	GO:0002798
bacterial	negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	GO:0002814
bacterial	negative regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	GO:0002817
bacterial	peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification	GO:1901260
bacterial	positive regulation of antibacterial peptide biosynthetic process	GO:0006963
bacterial	positive regulation of antibacterial peptide production	GO:0002803
bacterial	positive regulation of antibacterial peptide secretion	GO:0002799
bacterial	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	GO:0006964
bacterial	positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	GO:0006965
bacterial	regulation of antibacterial peptide biosynthetic process	GO:0002808
bacterial	regulation of antibacterial peptide production	GO:0002786
bacterial	regulation of antibacterial peptide secretion	GO:0002797
bacterial	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	GO:0002813
bacterial	regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	GO:0002816
bacterial	response to bacterial lipopeptide	GO:0070339
bacterial	response to bacterial lipoprotein	GO:0032493
bacterial	response to diacyl bacterial lipopeptide	GO:0071724
bacterial	response to molecule of bacterial origin	GO:0002237
bacterial	response to triacyl bacterial lipopeptide	GO:0071725
B cells	B cell activation	GO:0042113
B cells	B cell adhesion	GO:0097323
B cells	B cell affinity maturation	GO:0002344
B cells	B cell anergy	GO:0002515
B cells	B cell antigen processing and presentation	GO:0002450
B cells	B cell antigen processing and presentation following pinocytosis	GO:0002421
B cells	B cell antigen processing and presentation mediated by B cell receptor uptake of antigen	GO:0002417
B cells	B cell apoptotic process	GO:0001783
B cells	B cell chemotaxis	GO:0035754
B cells	B cell costimulation	GO:0031296
B cells	B cell cytokine production	GO:0002368
B cells	B cell deletion	GO:0002516
B cells	B cell differentiation	GO:0030183
B cells	B cell homeostasis	GO:0001782
B cells	B cell homeostatic proliferation	GO:0002358
B cells	B cell inhibitory signaling pathway	GO:0002773
B cells	B cell lineage commitment	GO:0002326
B cells	B cell mediated immunity	GO:0019724
B cells	B cell negative selection	GO:0002352
B cells	B cell positive selection	GO:0002346
B cells	B cell proliferation	GO:0042100
B cells	B cell receptor editing	GO:0002452
B cells	B cell receptor internalization	GO:0036300
B cells	B cell receptor signaling pathway	GO:0050853
B cells	B cell receptor transport into immunological synapse	GO:0032598
B cells	B cell receptor transport into membrane raft	GO:0032597
B cells	B cell receptor transport within lipid bilayer	GO:0032595
B cells	B cell selection	GO:0002339
B cells	B cell tolerance induction	GO:0002514
B cells	B cell tolerance induction in mucosal-associated lymphoid tissue	GO:0002402
B cells	B-1 B cell differentiation	GO:0001923
B cells	B-1 B cell homeostasis	GO:0001922
B cells	B-1 B cell lineage commitment	GO:0002336
B cells	B-1 B cell proliferation	GO:0002359
B cells	B-1a B cell differentiation	GO:0002337
B cells	B-1b B cell differentiation	GO:0002338
B cells	V(D)J recombination	GO:0033151
B cells	alternate splicing of immunoglobulin genes	GO:0002564
B cells	central B cell anergy	GO:0002341
B cells	central B cell deletion	GO:0002342
B cells	central B cell negative selection	GO:0002354
B cells	central B cell positive selection	GO:0002348
B cells	central B cell receptor editing	GO:0002511
B cells	central B cell selection	GO:0002340
B cells	central B cell tolerance induction	GO:0002510
B cells	establishment of B cell polarity	GO:0001769
B cells	follicular B cell differentiation	GO:0002316
B cells	germinal center B cell differentiation	GO:0002314
B cells	immature B cell differentiation	GO:0002327
B cells	marginal zone B cell differentiation	GO:0002315
B cells	mature B cell apoptotic process	GO:0002901
B cells	mature B cell differentiation	GO:0002335
B cells	memory B cell differentiation	GO:0002319
B cells	negative regulation of B cell activation	GO:0050869
B cells	negative regulation of B cell anergy	GO:0002671
B cells	negative regulation of B cell antigen processing and presentation	GO:0002623
B cells	negative regulation of B cell apoptotic process	GO:0002903
B cells	negative regulation of B cell cytokine production	GO:0002722
B cells	negative regulation of B cell deletion	GO:0002868
B cells	negative regulation of B cell differentiation	GO:0045578
B cells	negative regulation of B cell mediated immunity	GO:0002713
B cells	negative regulation of B cell proliferation	GO:0030889
B cells	negative regulation of B cell receptor signaling pathway	GO:0050859
B cells	negative regulation of B cell tolerance induction	GO:0002662
B cells	negative regulation of B-1 B cell differentiation	GO:0001925
B cells	negative regulation of central B cell anergy	GO:0002915
B cells	negative regulation of central B cell deletion	GO:0002899
B cells	negative regulation of central B cell tolerance induction	GO:0002896
B cells	negative regulation of mature B cell apoptotic process	GO:0002906
B cells	negative regulation of peripheral B cell anergy	GO:0002918
B cells	negative regulation of peripheral B cell deletion	GO:0002909
B cells	negative regulation of pro-B cell differentiation	GO:2000974
B cells	peripheral B cell anergy	GO:0002453
B cells	peripheral B cell deletion	GO:0002454
B cells	peripheral B cell negative selection	GO:0002356
B cells	peripheral B cell positive selection	GO:0002350
B cells	peripheral B cell receptor editing	GO:0002345
B cells	peripheral B cell selection	GO:0002343
B cells	peripheral B cell tolerance induction	GO:0002451
B cells	positive regulation of B cell activation	GO:0050871
B cells	positive regulation of B cell anergy	GO:0002672
B cells	positive regulation of B cell antigen processing and presentation	GO:0002624
B cells	positive regulation of B cell apoptotic process	GO:0002904
B cells	positive regulation of B cell cytokine production	GO:0002723
B cells	positive regulation of B cell deletion	GO:0002869
B cells	positive regulation of B cell differentiation	GO:0045579
B cells	positive regulation of B cell mediated immunity	GO:0002714
B cells	positive regulation of B cell proliferation	GO:0030890
B cells	positive regulation of B cell receptor signaling pathway	GO:0050861
B cells	positive regulation of B cell tolerance induction	GO:0002663
B cells	positive regulation of B-1 B cell differentiation	GO:0001926
B cells	positive regulation of central B cell anergy	GO:0002916
B cells	positive regulation of central B cell deletion	GO:0002900
B cells	positive regulation of central B cell tolerance induction	GO:0002897
B cells	positive regulation of mature B cell apoptotic process	GO:0002907
B cells	positive regulation of peripheral B cell anergy	GO:0002919
B cells	positive regulation of peripheral B cell deletion	GO:0002910
B cells	positive regulation of pro-B cell differentiation	GO:2000975
B cells	pre-B cell allelic exclusion	GO:0002331
B cells	pre-B cell differentiation	GO:0002329
B cells	pre-B cell receptor expression	GO:0002330
B cells	pro-B cell differentiation	GO:0002328
B cells	regulation of B cell activation	GO:0050864
B cells	regulation of B cell anergy	GO:0002670
B cells	regulation of B cell antigen processing and presentation	GO:0002622
B cells	regulation of B cell apoptotic process	GO:0002902
B cells	regulation of B cell cytokine production	GO:0002721
B cells	regulation of B cell deletion	GO:0002867
B cells	regulation of B cell differentiation	GO:0045577
B cells	regulation of B cell mediated immunity	GO:0002712
B cells	regulation of B cell proliferation	GO:0030888
B cells	regulation of B cell receptor signaling pathway	GO:0050855
B cells	regulation of B cell tolerance induction	GO:0002661
B cells	regulation of B-1 B cell differentiation	GO:0001924
B cells	regulation of central B cell anergy	GO:0002914
B cells	regulation of central B cell deletion	GO:0002898
B cells	regulation of central B cell tolerance induction	GO:0002895
B cells	regulation of mature B cell apoptotic process	GO:0002905
B cells	regulation of peripheral B cell anergy	GO:0002917
B cells	regulation of peripheral B cell deletion	GO:0002908
B cells	regulation of pro-B cell differentiation	GO:2000973
B cells	transitional one stage B cell differentiation	GO:0002333
B cells	transitional stage B cell differentiation	GO:0002332
B cells	transitional two stage B cell differentiation	GO:0002334
axon	Roundabout signaling pathway involved in axon guidance	GO:2001266
axon	Schwann cell proliferation involved in axon regeneration	GO:0014011
axon	afferent axon development in anterior lateral line nerve	GO:0048910
axon	afferent axon development in lateral line nerve	GO:0048893
axon	afferent axon development in posterior lateral line nerve	GO:0048933
axon	anterior/posterior axon guidance	GO:0033564
axon	anterograde axon cargo transport	GO:0008089
axon	axon cargo transport	GO:0008088
axon	axon choice point recognition	GO:0016198
axon	axon ensheathment	GO:0008366
axon	axon ensheathment in central nervous system	GO:0032291
axon	axon extension	GO:0048675
axon	axon extension involved in axon guidance	GO:0048846
axon	axon extension involved in regeneration	GO:0048677
axon	axon guidance	GO:0007411
axon	axon midline choice point recognition	GO:0016199
axon	axon regeneration	GO:0031103
axon	axon regeneration at neuromuscular junction	GO:0014814
axon	axon target recognition	GO:0007412
axon	axon transport of mitochondrion	GO:0019896
axon	axonal defasciculation	GO:0007414
axon	axonal fasciculation	GO:0007413
axon	axonemal dynein complex assembly	GO:0070286
axon	axonemal microtubule depolymerization	GO:0060404
axon	axoneme assembly	GO:0035082
axon	axonogenesis	GO:0007409
axon	axonogenesis involved in innervation	GO:0060385
axon	branchiomotor neuron axon guidance	GO:0021785
axon	branchiomotor neuron axon guidance in branchial arch mesenchyme	GO:0021789
axon	branchiomotor neuron axon guidance in neural tube	GO:0021786
axon	cerebral cortex tangential migration using cell-axon interactions	GO:0021824
axon	chemoattraction of branchiomotor axon	GO:0021792
axon	chemoattraction of branchiomotor neuron axon in branchial arch mesenchyme	GO:0021791
axon	chemoattraction of branchiomotor neuron axon in neural tube	GO:0021788
axon	chemorepulsion of branchiomotor axon	GO:0021793
axon	chemorepulsion of branchiomotor neuron axon in branchial arch mesenchyme	GO:0021790
axon	chemorepulsion of branchiomotor neuron axon in neural tube	GO:0021787
axon	collateral sprouting of injured axon	GO:0048674
axon	collateral sprouting of intact axon in response to injury	GO:0048673
axon	commissural neuron axon guidance	GO:0071679
axon	corticospinal neuron axon decussation	GO:0021973
axon	corticospinal neuron axon guidance	GO:0021966
axon	corticospinal neuron axon guidance through spinal cord	GO:0021972
axon	corticospinal neuron axon guidance through the basilar pons	GO:0021970
axon	corticospinal neuron axon guidance through the cerebral cortex	GO:0021967
axon	corticospinal neuron axon guidance through the cerebral peduncle	GO:0021969
axon	corticospinal neuron axon guidance through the internal capsule	GO:0021968
axon	corticospinal neuron axon guidance through the medullary pyramid	GO:0021971
axon	defasciculation of motor neuron axon	GO:0007415
axon	dorsal/ventral axon guidance	GO:0033563
axon	efferent axon development in a lateral line nerve	GO:0048894
axon	efferent axon development in anterior lateral line nerve	GO:0048911
axon	efferent axon development in posterior lateral line nerve	GO:0048929
axon	establishment of protein localization to juxtaparanode region of axon	GO:0071206
axon	fasciculation of motor neuron axon	GO:0097156
axon	fasciculation of sensory neuron axon	GO:0097155
axon	formation of growth cone in injured axon	GO:0048689
axon	hypothalamic tangential migration using cell-axon interactions	GO:0021856
axon	mammillary axonal complex development	GO:0061373
axon	mammillotectal axonal tract development	GO:0061375
axon	mammillotegmental axonal tract development	GO:0061376
axon	mammillothalamic axonal tract development	GO:0061374
axon	motor neuron axon guidance	GO:0008045
axon	myelination of anterior lateral line nerve axons	GO:0048914
axon	myelination of lateral line nerve axons	GO:0048897
axon	myelination of posterior lateral line nerve axons	GO:0048932
axon	negative regulation of axon extension	GO:0030517
axon	negative regulation of axon extension involved in axon guidance	GO:0048843
axon	negative regulation of axon extension involved in regeneration	GO:0048692
axon	negative regulation of axon regeneration	GO:0048681
axon	negative regulation of axonemal microtubule depolymerization	GO:0007027
axon	negative regulation of axonogenesis	GO:0050771
axon	negative regulation of collateral sprouting of injured axon	GO:0048695
axon	negative regulation of collateral sprouting of intact axon in response to injury	GO:0048685
axon	negative regulation of retinal ganglion cell axon guidance	GO:0090260
axon	negative regulation of retrograde axon cargo transport	GO:2001018
axon	negative regulation of sprouting of injured axon	GO:0048688
axon	non-myelinated axon ensheathment	GO:0032285
axon	non-myelinated axon ensheathment in central nervous system	GO:0032293
axon	peripheral nervous system axon ensheathment	GO:0032292
axon	peripheral nervous system axon regeneration	GO:0014012
axon	peripheral nervous system neuron axonogenesis	GO:0048936
axon	peripheral nervous system non-myelinated axon ensheathment	GO:0032294
axon	photoreceptor cell axon guidance	GO:0072499
axon	positive regulation of axon extension	GO:0045773
axon	positive regulation of axon extension involved in axon guidance	GO:0048842
axon	positive regulation of axon extension involved in regeneration	GO:0048691
axon	positive regulation of axon regeneration	GO:0048680
axon	positive regulation of axonogenesis	GO:0050772
axon	positive regulation of collateral sprouting of injured axon	GO:0048694
axon	positive regulation of collateral sprouting of intact axon in response to injury	GO:0048684
axon	positive regulation of retrograde axon cargo transport	GO:2001019
axon	positive regulation of sprouting of injured axon	GO:0048687
axon	protein localization to juxtaparanode region of axon	GO:0071205
axon	protein localization to myelin sheath abaxonal region	GO:0035750
axon	protein localization to paranode region of axon	GO:0002175
axon	regulation of axon diameter	GO:0031133
axon	regulation of axon extension	GO:0030516
axon	regulation of axon extension involved in axon guidance	GO:0048841
axon	regulation of axon extension involved in regeneration	GO:0048690
axon	regulation of axon regeneration	GO:0048679
axon	regulation of axonogenesis	GO:0050770
axon	regulation of collateral sprouting of injured axon	GO:0048693
axon	regulation of collateral sprouting of intact axon in response to injury	GO:0048683
axon	regulation of photoreceptor cell axon guidance	GO:2000289
axon	regulation of retinal ganglion cell axon guidance	GO:0090259
axon	regulation of retrograde axon cargo transport	GO:2001017
axon	regulation of sprouting of injured axon	GO:0048686
axon	response to axon injury	GO:0048678
axon	retinal ganglion cell axon guidance	GO:0031290
axon	retrograde axon cargo transport	GO:0008090
axon	semaphorin-plexin signaling pathway involved in regulation of photoreceptor cell axon guidance	GO:2000305
axon	sperm axoneme assembly	GO:0007288
axon	sprouting of injured axon	GO:0048682
auxin	auxin biosynthetic process	GO:0009851
auxin	auxin catabolic process	GO:0009852
auxin	auxin conjugate metabolic process	GO:0010249
auxin	auxin efflux	GO:0010315
auxin	auxin homeostasis	GO:0010252
auxin	auxin influx	GO:0060919
auxin	auxin mediated signaling pathway involved in phyllotactic patterning	GO:0060774
auxin	auxin metabolic process	GO:0009850
auxin	auxin polar transport	GO:0009926
auxin	auxin transport	GO:0060918
auxin	auxin-activated signaling pathway	GO:0009734
autophagy	autophagy	GO:0006914	Not all these terms are related to 'autophagy' in GO, but they should be...Jane to check 	autophagic cell death	
autophagy	autophagic death (sensu Fungi)	GO:0030465
autophagy	autophagic death (sensu Saccharomyces)	GO:0007577
autophagy	autophagic membrane disassembly	GO:0030399
autophagy	autophagic vacuole assembly	GO:0000045
autophagy	autophagic vacuole docking	GO:0016240
autophagy	autophagic vacuole fusion	GO:0000046
autophagy	autophagic vacuole maturation	GO:0097352
autophagy	autophagy	GO:0006914
autophagy	autophagy in response to ER overload	GO:0034263
autophagy	autophagy involved in symbiotic interaction	GO:0075071
autophagy	autophagy of host cells involved in interaction with symbiont	GO:0075044
autophagy	autophagy of host cells on or near symbiont surface	GO:0075191
autophagy	autophagy of symbiont cells involved in interaction with host	GO:0075072
autophagy	autophagy of symbiont cells on or near host surface	GO:0075073
auditory behavior			The others here are developmental, I probably wouldn't classify these as 'behaviour' - auditory cell process perhaps?	auditory behavior	
auditory behavior	auditory receptor cell development	GO:0060117
auditory behavior	auditory receptor cell differentiation	GO:0042491
auditory behavior	auditory receptor cell fate commitment	GO:0009912
auditory behavior	auditory receptor cell fate determination	GO:0042668
auditory behavior	auditory receptor cell fate specification	GO:0042667
auditory behavior	auditory receptor cell morphogenesis	GO:0002093
auditory behavior	auditory receptor cell stereocilium organization	GO:0060088
astrocyte	astrocyte activation	GO:0048143
astrocyte	astrocyte cell migration	GO:0043615
astrocyte	astrocyte chemotaxis	GO:0035700
astrocyte	astrocyte development	GO:0014002
astrocyte	astrocyte differentiation	GO:0048708
astrocyte	astrocyte fate commitment	GO:0060018
aspartate metabolism	aspartate biosynthetic process	GO:0006532
aspartate metabolism	aspartate catabolic process	GO:0006533
aspartate metabolism	aspartate family amino acid biosynthetic process	GO:0009067
aspartate metabolism	aspartate family amino acid catabolic process	GO:0009068
aspartate metabolism	aspartate family amino acid metabolic process	GO:0009066
aspartate metabolism	aspartate metabolic process	GO:0006531
aspartate metabolism	aspartate transamidation	GO:0019465
aspartate metabolism	aspartate transport	GO:0015810
aspartate metabolism	aspartyl-tRNA aminoacylation	GO:0006422
asparagine metabolism	asparagine biosynthetic process	GO:0006529
asparagine metabolism	asparagine biosynthetic process from cysteine	GO:0019267
asparagine metabolism	asparagine biosynthetic process from oxaloacetate	GO:0019266
asparagine metabolism	asparagine catabolic process	GO:0006530
asparagine metabolism	asparagine catabolic process via 2-oxosuccinamate	GO:0033346
asparagine metabolism	asparagine catabolic process via L-aspartate	GO:0033345
asparagine metabolism	asparagine metabolic process	GO:0006528
asparagine metabolism	asparagine transport	GO:0006867
asparagine metabolism	asparaginyl-tRNA aminoacylation	GO:0006421
asparagine metabolism	asparaginyl-tRNAAsn biosynthesis via transamidation	GO:0070680
artery			Add 'arterial process'?	artery development	
artery	artery morphogenesis	GO:0048844
artery	artery smooth muscle contraction	GO:0014824
artery	ascending aorta development	GO:0035905
artery	ascending aorta morphogenesis	GO:0035910
artery	ascending thin limb development	GO:0072021
artery	ventral aorta development	GO:0035908
artery	ventral aorta morphogenesis	GO:0035913
arginine metabolism	arginine metabolic process	GO:0006525	Again, metabolic process doesn't cover all aspects.	arginine biosynthetic process	
arginine metabolism	arginine biosynthetic process via ornithine	GO:0042450
arginine metabolism	arginine catabolic process	GO:0006527
arginine metabolism	arginine catabolic process to alanine via ornithine	GO:0010122
arginine metabolism	arginine catabolic process to glutamate	GO:0019544
arginine metabolism	arginine catabolic process to ornithine	GO:0019547
arginine metabolism	arginine catabolic process to proline	GO:0019493
arginine metabolism	arginine catabolic process to proline via ornithine	GO:0010121
arginine metabolism	arginine catabolic process to spermine	GO:0019548
arginine metabolism	arginine catabolic process to succinate	GO:0019545
arginine metabolism	arginine deiminase pathway	GO:0019546
arginine metabolism	arginine metabolic process	GO:0006525
arginine metabolism	arginine transport	GO:0015809
arginine metabolism	argininosuccinate metabolic process	GO:0000053
arginine metabolism	arginyl-tRNA aminoacylation	GO:0006420
apoptosis kidney			Add to GO 'apoptotic process involved in kidney morphogenesis/development'	apoptotic process involved in metanephric collecting duct development	
apoptosis kidney	apoptotic process involved in metanephric nephron tubule development	GO:1900205
apoptosis heart	apoptotic process involved in heart morphogenesis	GO:0003278		apoptotic process involved in atrial ventricular junction remodeling	
apoptosis heart	apoptotic process involved in endocardial cushion morphogenesis	GO:0003277
apoptosis heart	apoptotic process involved in heart morphogenesis	GO:0003278
apoptosis heart	apoptotic process involved in heart valve morphogenesis	GO:0003276
apoptosis glands			Necessary? 'Gland' is a bit vague.	apoptotic process involved in salivary gland cavitation	
apoptosis	apoptotic process	GO:0006915		activation of cysteine-type endopeptidase activity involved in apoptotic process	
apoptosis	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	GO:0008635
apoptosis	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	GO:0097296
apoptosis	activation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	GO:0097297
apoptosis	activation of pro-apoptotic gene products	GO:0008633
apoptosis	apoptosome assembly	GO:0097314
apoptosis	apoptotic DNA fragmentation	GO:0006309
apoptosis	apoptotic cell clearance	GO:0043277
apoptosis	apoptotic chromosome condensation	GO:0030263
apoptosis	apoptotic mitochondrial changes	GO:0008637
apoptosis	apoptotic nuclear changes	GO:0030262
apoptosis	apoptotic process	GO:0006915
apoptosis	apoptotic process in bone marrow	GO:0071839
apoptosis	apoptotic process involved in luteolysis	GO:0061364
apoptosis	apoptotic process involved in mammary gland involution	GO:0060057
apoptosis	apoptotic process involved in morphogenesis	GO:0060561
apoptosis	apoptotic process involved in outflow tract morphogenesis	GO:0003275
apoptosis	apoptotic process involved in tube lumen cavitation	GO:0060609
apoptosis	apoptotic signaling pathway	GO:0097190
apoptosis	cell-type specific apoptotic process	GO:0097285
apoptosis	compound eye retinal cell programmed cell death	GO:0046667
apoptosis			Programmed cell death can involve different pathways to apoptosis so you don't want to lump these together. I'd recommend including 'programmed cell death ; GO:0012501' in the slim too. 	developmental programmed cell death	
apoptosis	ectopic germ cell programmed cell death	GO:0035234
apoptosis	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow	GO:0035602
apoptosis	hormone-mediated apoptotic signaling pathway	GO:0008628
apoptosis	hydrogen peroxide-mediated programmed cell death	GO:0010421
apoptosis	induction of programmed cell death	GO:0012502
apoptosis	induction of programmed cell death by ecdysone	GO:0035078
apoptosis	induction of programmed cell death by hormones	GO:0035081
apoptosis	induction of programmed cell death in response to chemical stimulus	GO:0031557
apoptosis	larval midgut cell programmed cell death	GO:0035096
apoptosis	modulation of programmed cell death in other organism	GO:0044531
